"j","n","method","ISE","time_seconds"
5,200,"LG",6.9265474460532e-05,193.313627719879
6,100,"WK",0.107112309686599,23.54341340065
6,100,"LG",0.118786638608695,356.727206468582
6,200,"WK",0.0527625354761273,89.8000586032867
6,200,"LG",0.000121791955621228,180.8703956604
1,100,"WK",0.000160030184968101,10.9889965057373
1,100,"LG",0.00117351000765069,851.173804521561
1,200,"WK",0.0003529536975193,93.1661033630371
1,200,"LG",0.00125912858732925,1906.27809238434
2,100,"WK",0.00136947118053379,72.572292804718
2,100,"LG",0.00150158002688239,1067.6410984993
2,200,"WK",0.00104294065467318,137.745929479599
2,200,"LG",0.00216403180929301,4165.9388988018
3,100,"WK",0.018209516408763,88.6005549430847
3,100,"LG",0.00160222319155391,826.407895088196
3,200,"WK",1.54647357464689e-09,22.7009325027466
3,200,"LG",3.0131220074913e-05,493.789619207382
4,100,"WK",0.209238130864856,60.8369061946869
4,100,"LG",0.274562717233617,513.604987382889
4,200,"WK",7.73863234979424e-12,22.0271644592285
4,200,"LG",0.00160316066904328,593.350178956985
5,100,"WK",0.000544213885080567,9.09977054595947
5,100,"LG",0.000100168664548912,55.0501732826233
5,200,"WK",0.112372316826636,54.918123960495
5,200,"LG",8.09121793255314e-05,180.903964757919
6,100,"WK",0.122267956672468,26.7451331615448
6,100,"LG",0.121270337439012,329.643663883209
6,200,"WK",0.065164217089102,120.995155096054
6,200,"LG",0.000174018362992379,179.063734054565
1,100,"WK",0.000157209957410177,9.56093382835388
1,100,"LG",0.00161083029069967,1982.12276220322
1,200,"WK",0.000716869207333764,95.877644777298
1,200,"LG",0.000763316377314492,435.920282840729
2,100,"WK",0.00166405683578167,43.9635684490204
2,100,"LG",0.00119478757797317,537.902014732361
2,200,"WK",0.000679097188077401,368.823470115662
2,200,"LG",0.00147266741028604,2494.34627628326
3,100,"WK",0.00192653693618623,40.2800245285034
3,100,"LG",0.000421227019226832,237.285975217819
3,200,"WK",0.00822500659574225,209.414582967758
3,200,"LG",7.302550943995e-05,392.047098636627
4,100,"WK",7.73864242868836e-12,8.99901437759399
4,100,"LG",0.577694228877257,614.377352237701
4,200,"WK",7.73845495631337e-12,21.7469410896301
4,200,"LG",4.17336478607691e-05,496.398884773254
5,100,"WK",0.0144511226543372,15.5099489688873
5,100,"LG",0.00022115665395979,208.047479152679
5,200,"WK",0.404944567226695,55.1162297725677
5,200,"LG",0.000115690319090933,180.462044715881
6,100,"WK",0.084114041577025,38.1885998249054
6,100,"LG",0.0919624391672733,356.138402700424
6,200,"WK",0.0578473307797545,62.5716321468353
6,200,"LG",0.0864655648763158,773.336344718933
1,100,"WK",0.00140753432442454,89.5319066047668
1,100,"LG",0.00110429466592554,404.095998764038
1,200,"WK",0.00056247142499011,280.912396669388
1,200,"LG",0.000788823313488204,334.019022941589
2,100,"WK",0.00026512241649816,9.38564729690552
2,100,"LG",0.00178989448722831,849.871162176132
2,200,"WK",0.00114642767199191,23.7315330505371
2,200,"LG",0.00176617694236514,1120.10552692413
3,100,"WK",1.4998770662983e-09,9.02974605560303
3,100,"LG",4.13115063450627e-05,206.930519580841
3,200,"WK",0.00104617069731711,54.9352033138275
3,200,"LG",0.000802315421858516,1646.71406340599
4,100,"WK",7.6734799716446e-12,9.32945466041565
4,100,"LG",6.49071364697857e-05,205.015909671783
4,200,"WK",0.000535498077233202,39.3995494842529
4,200,"LG",0.000287551194890988,384.707990407944
5,100,"WK",0.0458916016926928,17.9392807483673
5,100,"LG",5.14057458533196e-05,55.2937381267548
5,200,"WK",0.000536809799440156,20.8491358757019
5,200,"LG",0.000144626802190296,182.249484300613
6,100,"WK",0.0793110907722312,57.8441503047943
6,100,"LG",0.0880433425960703,346.125742197037
6,200,"WK",0.0041986237696585,33.2993490695953
6,200,"LG",0.121613639819128,765.754364490509
1,100,"WK",0.000558701532953796,51.8439946174622
1,100,"LG",0.000968222806917625,1314.52171397209
1,200,"WK",0.000772119143671095,81.4457302093506
1,200,"LG",0.00119002809533879,1465.90435957909
2,100,"WK",0.000849578549936871,56.6275475025177
2,100,"LG",0.000856203179289779,83.7485930919647
2,200,"WK",0.000855828302476227,139.381018161774
2,200,"LG",0.00114590894802802,1048.3712823391
3,100,"WK",0.0181231518705522,62.2248928546906
3,100,"LG",1.89682180968409e-07,110.462070226669
3,200,"WK",0.00330596056704582,132.690256357193
3,200,"LG",1.59898418949717e-05,499.483340501785
4,100,"WK",5.38586449857902e-05,18.3160853385925
4,100,"LG",0.000102708641808795,210.486503601074
4,200,"WK",7.73864239496365e-12,21.5475997924805
4,200,"LG",0.26341187198405,1263.00159454346
5,100,"WK",0.000550771370907114,8.97625827789307
5,100,"LG",0.00911738069413203,157.322053670883
5,200,"WK",0.000292726198983257,21.5839765071869
5,200,"LG",0.00711762191417336,387.430640935898
6,100,"WK",0.0573169400455689,68.211101770401
6,100,"LG",0.120734717356378,131.56639623642
6,200,"WK",0.1556753415697,62.0770008563995
6,200,"LG",0.000150932868181853,182.391800880432
1,100,"WK",0.00136055121947732,80.6712889671326
1,100,"LG",0.000817478410617727,971.968030691147
1,200,"WK",0.000517168660920408,174.726497888565
1,200,"LG",0.00061055813472116,991.570807218552
2,100,"WK",0.0010034689306905,61.1407432556152
2,100,"LG",0.00139367996887744,514.602291822433
2,200,"WK",0.000956032060174441,24.7686040401459
2,200,"LG",0.00151137610326357,2638.08454227448
3,100,"WK",0.0145559818641924,82.6966872215271
3,100,"LG",1.5198951459788e-09,58.3024599552155
3,200,"WK",1.63495617166553e-09,21.8962428569794
3,200,"LG",1.53245786616916e-05,390.417431354523
4,100,"WK",4.43116942449494e-12,9.12640070915222
4,100,"LG",0.0117417465523378,206.696665287018
4,200,"WK",7.73854581655022e-12,21.3054497241974
4,200,"LG",0.401260441875708,1699.95484447479
5,100,"WK",0.000236633996639698,9.60136985778809
5,100,"LG",5.42284043243991e-05,55.1387090682983
5,200,"WK",0.000279522448677089,21.6381914615631
5,200,"LG",7.05708088063878e-05,195.018039941788
6,100,"WK",0.188236892218529,26.3311598300934
6,100,"LG",0.000315445844906272,54.661952495575
6,200,"WK",0.0601032360754434,52.4489598274231
6,200,"LG",0.113293004897739,724.878304719925
1,100,"WK",0.000107358734310903,11.329528093338
1,100,"LG",0.00100281311348394,940.589245796204
1,200,"WK",0.00087980099617008,129.611735105515
1,200,"LG",0.00139913395652267,339.860307455063
2,100,"WK",0.00122759257765395,9.30892467498779
2,100,"LG",0.00173865773104083,657.685407161713
2,200,"WK",0.000504146327510128,25.1136033535004
2,200,"LG",0.00142563211947368,2187.05057477951
3,100,"WK",0.0032415058381852,63.525374174118
3,100,"LG",1.95712990951647e-05,108.986619234085
3,200,"WK",0.00777584090475286,138.395301818848
3,200,"LG",0.00138020043893653,801.753656864166
4,100,"WK",1.27472211647822e-05,21.4264817237854
4,100,"LG",0.159662736198545,588.64230465889
4,200,"WK",7.73863774436997e-12,22.2121951580048
4,200,"LG",0.568669624635051,1709.43936014175
5,100,"WK",0.000567213074429705,9.26724553108215
5,100,"LG",0.00621358083072785,159.789775848389
5,200,"WK",0.108554595021856,55.5798401832581
5,200,"LG",0.00016314235488084,185.622774600983
6,100,"WK",0.0933118097987647,35.4491078853607
6,100,"LG",0.110723701768056,330.579519510269
6,200,"WK",0.0529410575718025,55.5481417179108
6,200,"LG",0.114221064476103,777.685141324997
